재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월 	당기 1분기 누적 	전기 1분기 3개월 	전기 1분기 누적 	전기	전전기
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	218,805,174,000	218,805,174,000	224,555,252,000	224,555,252,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	3,002,303,898,000	3,002,303,898,000	2,629,591,720,000	2,629,591,720,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	158,530,977,000	158,530,977,000	115,471,429,000	115,471,429,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	150,839,495,000	150,839,495,000	11,721,519,000	11,721,519,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	80,129,173,000	80,129,173,000	845,543,000	845,543,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주	70,710,322,000	70,710,322,000	10,875,976,000	10,875,976,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세차감전순이익	309,370,472,000	309,370,472,000	127,192,948,000	127,192,948,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	10,435,840,597,000	10,435,840,597,000	9,777,443,903,000	9,777,443,903,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	2,426,148,249,000	2,426,148,249,000	2,300,248,227,000	2,300,248,227,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      공동기업 및 관계기업투자주식에  대한 지분법손익	-1,667,854,000	-1,667,854,000	-5,506,512,000	-5,506,512,000		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	109,365,332,567	109,365,332,567	99,035,819,179	99,035,819,179		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	3,595,107,495	3,595,107,495	1,603,396,578	1,603,396,578		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	5,745,766,896	5,745,766,896	11,982,325,142	11,982,325,142		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	2,593,862,354,613	2,593,862,354,613	2,497,945,353,093	2,497,945,353,093		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         지배기업 소유주 기본주당이익	2,328	2,328	2,009	2,009		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	49,141,367,747	49,141,367,747	58,345,659,539	58,345,659,539		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	15,566,713,276	15,566,713,276	32,424,031,872	32,424,031,872		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	327,563,538,867	327,563,538,867	309,874,349,730	309,874,349,730		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	19,831,948,833	19,831,948,833	17,444,363,486	17,444,363,486		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	55,434,587,929	55,434,587,929	48,420,730,647	48,420,730,647		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	6,170,055,470	6,170,055,470	3,797,935,957	3,797,935,957		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유주 귀속 당기순이익	49,264,532,459	49,264,532,459	44,622,794,690	44,622,794,690		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	75,266,536,762	75,266,536,762	65,865,094,133	65,865,094,133		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	2,921,425,893,480	2,921,425,893,480	2,807,819,702,823	2,807,819,702,823		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	218,198,206,300	218,198,206,300	210,838,530,551	210,838,530,551		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익(손실)	1,626,518,067	1,626,518,067	3,129,831,185	3,129,831,185		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법손실	0	0	1,782,732,136	1,782,732,136		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	41,041,920,896	41,041,920,896	79,197,033,906	79,197,033,906		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	13,375,535,659	13,375,535,659	13,335,959,263	13,335,959,263		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	4,552,804,672	4,552,804,672	7,839,143,501	7,839,143,501		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익	14,083,339	14,083,339	5,572	5,572		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	44,397,443,160	44,397,443,160	41,141,013,472	41,141,013,472		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	176,058,804,709	176,058,804,709	155,240,106,150	155,240,106,150		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	1,051	1,051	1,663	1,663		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)	1,051	1,051	1,663	1,663		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	1,756,950,970	1,756,950,970	2,811,318,758	2,811,318,758		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	12,012,716,233	12,012,716,233	13,058,762,704	13,058,762,704		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	85,439,364,056	85,439,364,056	120,338,047,378	120,338,047,378		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	16,221,601,741	16,221,601,741	20,871,615,586	20,871,615,586		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	43,912,898,744	43,912,898,744	72,286,951,464	72,286,951,464		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)	43,912,898,744	43,912,898,744	72,286,951,464	72,286,951,464		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	60,134,500,485	60,134,500,485	93,158,567,050	93,158,567,050		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	261,498,168,765	261,498,168,765	275,578,153,528	275,578,153,528		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익	172,346,878,857	172,346,878,857	69,029,632,177	69,029,632,177		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherGains	      기타수익	24,430,553,033	24,430,553,033	30,980,315,934	30,980,315,934		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherLosses	      기타비용	31,037,093,702	31,037,093,702	24,825,147,369	24,825,147,369		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비및관리비 등	204,124,731,813	204,124,731,813	204,902,639,147	204,902,639,147		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	entity00109693_ShareOfProfitsOfAssociatesAndJointVenturesOfIncomeStatementAbstract	      지분법투자손익	-16,418,127,404	-16,418,127,404	-8,887,557,197	-8,887,557,197		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,027,637,319,187	1,027,637,319,187	1,013,435,796,809	1,013,435,796,809		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)	1,010	1,010	-1,258	-1,258		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)	998	998	-1,271	-1,271		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	135,378,769,071	135,378,769,071	114,114,724,742	114,114,724,742		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	35,355,722,438	35,355,722,438	24,191,513,893	24,191,513,893		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	376,471,610,670	376,471,610,670	273,932,271,324	273,932,271,324		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	17,196,689,990	17,196,689,990	14,098,183	14,098,183		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	32,102,474,161	32,102,474,161	-23,640,065,487	-23,640,065,487		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	9,511,876,774	9,511,876,774	5,076,807,958	5,076,807,958		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분	22,590,597,387	22,590,597,387	-28,716,873,445	-28,716,873,445		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	49,299,164,151	49,299,164,151	-23,625,967,304	-23,625,967,304		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	1,404,108,929,857	1,404,108,929,857	1,287,368,068,133	1,287,368,068,133	5,017,816,000,000	
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	60,891,558,247	60,891,558,247	90,156,879,916	90,156,879,916		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	30,107,660,104	30,107,660,104	54,239,556,915	54,239,556,915		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	63,903,974,740	63,903,974,740	53,303,077,846	53,303,077,846		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	120,065,875,261	120,065,875,261	102,764,192,027	102,764,192,027		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,709,580,171,805	1,709,580,171,805	1,657,147,824,570	1,657,147,824,570		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주기본주당순이익(손실)	389	389	1,246	1,246		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	655	655	2,229	2,229		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	14,536,337,599	14,536,337,599	11,854,577,717	11,854,577,717		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	50,930,813,336	50,930,813,336	49,173,258,542	49,173,258,542		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	180,957,433,508	180,957,433,508	192,921,071,943	192,921,071,943		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	18,134,004,391	18,134,004,391	32,492,104,930	32,492,104,930		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	25,988,447,362	25,988,447,362	93,753,956,162	93,753,956,162		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	0	0	3,838,181,376	3,838,181,376		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분	25,988,447,362	25,988,447,362	89,915,774,786	89,915,774,786		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	44,122,451,753	44,122,451,753	126,246,061,092	126,246,061,092		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	1,890,537,605,313	1,890,537,605,313	1,850,068,896,513	1,850,068,896,513	1,850,069,000,000	
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법 적용대상인 관계기업과 공동기업의 당기순손익에 대한 지분	-19,367,267,595	-19,367,267,595	-2,165,978,718	-2,165,978,718		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	117,843,340,875	117,843,340,875	18,440,919,659	18,440,919,659		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherGains	      기타수익	23,042,337,655	23,042,337,655	29,128,189,440	29,128,189,440		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherLosses	      기타비용	30,773,371,092	30,773,371,092	23,921,086,170	23,921,086,170		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비및관리비	191,262,051,390	191,262,051,390	193,347,457,085	193,347,457,085		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	entity01524817_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociatesOfIncomeStatementAbstract	      지분법평가손익	-25,299,775,814	-25,299,775,814	-28,194,136,171	-28,194,136,171		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	920,644,439,760	920,644,439,760	907,370,146,802	907,370,146,802		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석 주당이익(손실)	-1,691	-1,691	-8,274	-8,274		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	112,959,230,273	112,959,230,273	95,239,322,373	95,239,322,373		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	25,488,179,601	25,488,179,601	15,032,111,923	15,032,111,923		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	309,105,392,265	309,105,392,265	211,788,376,744	211,788,376,744		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	12,623,551,958	12,623,551,958	-11,396,032,565	-11,396,032,565		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	-15,282,071,006	-15,282,071,006	-73,357,291,127	-73,357,291,127		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	160,318,670	160,318,670	2,188,417,471	2,188,417,471		
